,Speed (OBD)(km/h),Absolute Throttle Position B(%),Torque(Nm),CO2_emission_g_per_km
3370,96.0,30.98039246,27.65365844,132.1798576892488
3371,95.0,31.76470566,27.65365844,130.25132109208573
3372,95.0,29.01960754,27.65365844,130.25132109208573
3373,95.0,29.01960754,27.65365844,126.96959469644025
3383,92.0,29.41176414,27.20413619,126.98840118240146
3384,93.0,26.66666603,28.14819809,123.82581877786609
3385,93.0,24.31372643,28.14819809,117.82089270822452
3386,94.0,23.52941132,27.62132805,117.82089270822452
3387,95.0,23.52941132,27.37963886,116.85293528111744
3388,95.0,23.92156792,27.37963886,116.75558676063741
3389,96.0,23.52941132,26.46346457,116.75558676063741
3390,95.0,23.52941132,26.46346457,115.18401695219632
3391,94.0,23.52941132,26.46346457,115.71907600424808
3392,94.0,22.74509811,26.46346457,115.71907600424808
3409,90.0,32.15686417,20.70269421,151.42436189583955
3410,91.0,32.15686417,38.06391503,157.43863063184864
3411,91.0,32.54901886,38.06391503,158.1455973597432
3412,92.0,32.54901886,20.23062577,156.41162900048425
3413,93.0,32.54901886,37.5317359,156.76993759520184
3414,93.0,33.72549057,37.5317359,151.2076381478867
3415,93.0,33.72549057,37.5317359,146.0787211809637
3416,92.0,34.90196228,37.5317359,145.77328305608262
3425,90.0,28.62745094,37.3885688,129.27612082013343
3426,90.0,26.66666603,37.3885688,125.77193538940165
3427,89.0,25.49019623,37.3885688,123.0432454718326
3428,89.0,25.09803963,37.3885688,123.88987153836148
3451,86.0,32.15686417,41.84877406,152.81092938987848
3452,87.0,32.15686417,36.35798134,138.6006322903076
3453,89.0,31.37254906,36.35798134,135.56333316650992
3454,89.0,30.58823586,41.64248486,132.91654855598065
3455,90.0,29.80392075,35.88941566,131.00733102021448
3456,91.0,29.80392075,40.02458955,130.88801271868235
3457,91.0,27.45098114,40.02458955,127.44854957739166
3458,92.0,26.66666603,40.02458955,126.99041959651257
3459,92.0,26.66666603,20.69222084,124.8070184922325
3460,93.0,26.27450943,36.43774447,124.15339413829004
3461,93.0,24.70588303,36.43774447,123.43024377110854
3462,93.0,24.70588303,36.43774447,120.40471565966581
3463,94.0,23.52941132,36.68651935,116.93349074278105
3464,93.0,21.56862831,36.68651935,113.25372017991512
3465,93.0,21.56862831,36.68651935,107.46098690852128
3494,89.0,20.7843132,38.7790549,104.68291341115206
3495,89.0,20.3921566,38.7790549,103.95943933196104
3496,89.0,20.3921566,38.7790549,104.15751007894372
3509,90.0,23.52941132,34.70989428,115.73133207368846
3510,90.0,23.92156792,34.70989428,117.58616824926793
3511,90.0,24.31372643,34.70989428,119.05028402450306
3512,91.0,24.70588303,34.8622676,121.68248035446933
3513,90.0,24.31372643,34.8622676,120.3453118530114
3514,90.0,24.70588303,34.8622676,121.81298013131914
3515,90.0,24.70588303,34.8622676,122.9983988973982
3527,88.0,24.31372643,35.68779939,122.5625346789406
3528,88.0,24.31372643,35.68779939,122.31735038420446
3529,89.0,24.31372643,35.68779939,123.32990979124205
3530,90.0,24.31372643,42.02668172,122.84525196468059
3531,91.0,24.31372643,37.08056894,121.12198953018385
3532,92.0,24.70588303,37.08056894,121.0532895175709
3533,92.0,25.49019623,19.92402365,122.68440368650191
3534,93.0,26.27450943,35.56591004,125.20839630790755
3535,93.0,26.66666603,35.56591004,125.40070491288111
3536,93.0,26.66666603,35.56591004,125.3772614216252
3538,94.0,29.80392075,36.5112365,131.79874491286307
3539,94.0,31.37254906,36.5112365,138.22722186418105
3540,94.0,32.54901886,36.5112365,138.51244897174274
3541,94.0,32.94117737,36.5112365,138.69071489684265
3544,95.0,33.33333206,35.35574439,147.9008635169931
3545,96.0,33.33333206,37.03500073,147.31739379370435
3546,96.0,34.11764526,37.03500073,140.8526424491265
3547,97.0,34.90196228,39.40545558,140.32578232563387
3548,97.0,34.90196228,39.40545558,137.75270677543858
3549,96.0,34.11764526,39.40545558,140.7050063608086
3610,90.0,30.19607925,27.30377028,136.29980804936116
3611,90.0,31.37254906,27.30377028,136.29980804936116
3612,90.0,32.15686417,27.30377028,138.18919757910615
3613,91.0,32.15686417,28.41030648,149.01739590756404
3614,91.0,32.54901886,28.41030648,162.32332037178088
3615,91.0,32.54901886,28.41030648,162.32332037178088
3616,89.0,32.54901886,28.41030648,169.42610066912317
3626,88.0,43.13725662,26.95839212,154.16995792883867
3627,88.0,32.94117737,26.95839212,154.16995792883867
3628,88.0,32.15686417,26.95839212,140.8364343343679
3635,89.0,27.84313774,27.65707975,129.49119196274503
3636,90.0,27.05882263,26.40393962,128.225116762817
3637,90.0,27.05882263,26.40393962,128.225116762817
3638,91.0,27.05882263,26.66950552,128.41285202956436
3639,92.0,27.05882263,27.15395452,127.98569781577791
3640,92.0,27.05882263,27.15395452,127.98569781577791
3641,93.0,27.05882263,27.85096382,128.1048258343535
3642,94.0,27.05882263,27.54063138,127.95578309285264
3643,94.0,27.45098114,27.54063138,127.95578309285264
3644,95.0,27.45098114,26.56816725,126.19490332720113
3645,96.0,26.66666603,27.45011042,126.53785629671506
3646,96.0,25.49019623,27.45011042,126.53785629671506
3647,96.0,25.49019623,27.45011042,123.68055312799171
3648,95.0,25.09803963,27.45011042,123.77383010981073
3649,95.0,25.09803963,27.45011042,123.77383010981073
3658,93.0,23.92156792,25.60312758,120.89279317263079
3659,93.0,23.92156792,25.60312758,120.5022051119154
3660,94.0,24.31372643,25.60312758,120.65898602958535
3661,94.0,23.52941132,25.60312758,120.27504245512615
3662,94.0,23.52941132,19.71381275,120.27504245512615
3663,94.0,23.52941132,19.71381275,120.92652241110501
3664,94.0,23.92156792,19.71381275,120.92652241110501
3695,88.0,29.41176414,37.20436677,132.22097691272984
3696,88.0,30.58823586,37.20436677,134.16324528412412
3697,89.0,29.01960754,37.20436677,134.16324528412412
3703,90.0,28.23529434,20.06649382,128.38273731522523
3704,89.0,27.84313774,20.06649382,129.47789652447378
3705,89.0,27.05882263,20.06649382,129.64983534652958
3709,90.0,26.27450943,20.129047,125.66291376813625
3710,89.0,25.88235283,20.129047,125.93432485295848
3711,89.0,26.27450943,20.129047,127.21208105491556
3726,90.0,30.19607925,26.56479508,138.90514953813596
3727,90.0,31.76470566,26.56479508,138.90514953813596
3728,91.0,31.76470566,27.18692366,141.3467603717961
3729,92.0,32.94117737,27.4932064,137.24531856524698
3730,92.0,32.54901886,27.4932064,137.24531856524698
3731,92.0,32.54901886,27.4932064,135.60697034075866
3732,93.0,30.58823586,27.80423707,131.0545197629191
3733,93.0,27.05882263,27.80423707,131.0545197629191
3734,93.0,27.05882263,27.80423707,127.45777482651349
3735,93.0,26.66666603,27.80423707,127.45777482651349
3746,94.0,25.09803963,27.22208833,125.48185442881102
3747,94.0,25.49019623,27.22208833,124.24359557354045
3748,94.0,25.09803963,27.22208833,124.24359557354045
3749,94.0,25.09803963,27.22208833,124.66246982857582
3771,89.0,25.49019623,20.39857467,126.05368391622056
3772,89.0,25.49019623,20.39857467,126.63964948613923
3773,90.0,25.09803963,20.39857467,126.9843498243975
3774,90.0,25.09803963,19.74551086,124.80283678005495
3775,90.0,25.09803963,19.74551086,125.57799860077951
3776,91.0,24.31372643,19.74551086,124.41754173259156
3777,91.0,24.31372643,19.65053549,123.18212950435074
3778,91.0,24.70588303,19.65053549,123.70938987433593
3779,91.0,24.70588303,19.65053549,124.2366614003835
3780,92.0,24.70588303,19.79185747,124.5662058890493
3781,92.0,24.70588303,19.79185747,123.79894291736747
3782,92.0,24.70588303,19.79185747,123.9945145438611
3805,81.0,21.1764698,35.82786068,117.26404700840861
3825,90.0,16.86274529,39.56920996,72.65132835751
3833,89.0,27.05882263,18.74767144,129.89784794334471
3834,89.0,28.23529434,18.74767144,130.09834947290778
3835,89.0,29.41176414,18.74767144,132.30232192923762
3836,90.0,28.62745094,39.39108508,131.41247135812256
3837,89.0,27.45098114,39.39108508,128.43558750904117
3838,90.0,27.05882263,39.63814543,131.44798127197788
3839,89.0,29.41176414,39.63814543,132.8850374923599
3840,89.0,30.58823586,39.63814543,139.71801151824718
3841,89.0,31.37254906,39.63814543,139.26401793483578
3848,87.0,26.27450943,19.00047792,128.1860077154116
3849,88.0,24.70588303,39.69801174,124.59183907002041
3850,89.0,24.70588303,34.64751695,124.58472941926593
3851,89.0,24.70588303,34.64751695,124.9175124769236
3852,89.0,23.52941132,34.64751695,121.3480679559833
3867,83.0,28.62745094,18.3274785,133.42461371995827
3868,83.0,29.01960754,18.3274785,131.81708365058466
3869,83.0,29.01960754,18.3274785,133.5077305011035
3878,78.0,28.23529434,14.96383518,169.23232548670387
3879,79.0,27.45098114,24.89667156,162.54855044659178
3880,80.0,27.45098114,31.22383147,160.76584930281123
3881,82.0,27.45098114,53.95208855,160.71197464692872
3884,87.0,27.05882263,38.86999479,130.68336781117594
3885,88.0,27.05882263,34.34545976,129.43364167455695
3886,89.0,26.66666603,38.93803033,129.49549918014
3887,89.0,27.05882263,38.93803033,129.49549918014
3888,89.0,26.66666603,38.93803033,127.53971972306235
3889,89.0,26.66666603,38.93803033,127.9928536286112
3899,90.0,25.49019623,33.58102005,127.50138699894393
3900,90.0,25.49019623,33.58102005,125.1735693392657
3901,90.0,25.09803963,33.58102005,125.81392721679214
3903,91.0,24.70588303,34.46537598,125.27467784151068
3904,91.0,24.70588303,34.46537598,124.89801268530344
3905,91.0,23.52941132,34.46537598,124.89801268530344
3906,91.0,23.13725471,34.46537598,119.69809609582197
3918,89.0,21.1764698,18.96930736,112.04331952667948
3919,90.0,20.7843132,35.57315864,108.84814663988597
3920,91.0,20.0,35.57315864,105.2879346510027
3921,91.0,20.0,19.07089906,103.22146106670027
3922,91.0,20.0,19.07089906,102.32564232293244
3923,91.0,20.3921566,19.07089906,105.61650204010283
3933,91.0,18.03921509,39.57168478,84.05876130946936
3965,67.0,22.74509811,35.34234624,123.91629253417702
3966,67.0,32.94117737,35.34234624,123.91629253417702
3967,68.0,32.94117737,21.89074169,145.9948299125743
3977,86.0,29.01960754,21.89514826,161.9993595307517
3978,86.0,29.01960754,21.89514826,161.9993595307517
3979,87.0,31.37254906,22.22381557,221.38005262034176
3980,87.0,32.54901886,22.22381557,185.3404415287457
3981,88.0,32.54901886,25.39905718,185.3404415287457
3982,89.0,33.72549057,27.06675401,184.400932976618
3987,90.0,45.49019623,28.39582737,165.7121263545249
3988,90.0,45.49019623,28.39582737,160.52129050068686
4000,92.0,43.52941132,27.67670762,175.5067910242258
4001,93.0,43.52941132,28.4422257,147.66383951621975
4002,93.0,31.37254906,28.4422257,134.76430739831912
4003,93.0,30.98039246,28.4422257,134.76430739831912
4004,92.0,31.76470566,28.4422257,138.76739186930664
4005,93.0,31.76470566,26.92506611,136.769671521888
4006,92.0,32.15686417,26.92506611,134.83310590568837
4007,92.0,30.58823586,26.92506611,133.24984060753775
4008,92.0,27.05882263,26.92506611,133.24984060753775
4017,91.0,26.27450943,34.15100934,127.06901337919993
4018,92.0,26.27450943,37.26050404,126.44845563005916
4019,93.0,26.27450943,37.26050404,126.067981906867
4020,94.0,26.27450943,39.45936628,125.49902369889836
4021,94.0,23.13725471,39.45936628,115.50367770673807
4022,94.0,23.13725471,39.45936628,114.7443654919289
4023,94.0,18.8235302,39.45936628,79.69670307008816
4024,95.0,17.25490189,19.72845349,79.69670307008816
4052,84.0,27.05882263,19.79607656,130.4032185049533
4053,85.0,26.66666603,36.05734646,128.22693048407993
4054,85.0,25.09803963,36.05734646,126.5910555383052
4055,86.0,25.09803963,19.58559283,126.07815968364875
4056,87.0,24.31372643,35.56539801,124.4696096733976
4057,88.0,23.52941132,35.56539801,121.76122806193428
4058,89.0,23.52941132,40.38039452,120.06604756875011
4059,90.0,23.92156792,38.46002309,119.9886147737958
4060,91.0,23.92156792,38.46002309,120.80167093730805
4061,91.0,23.92156792,20.91824912,117.7671804090479
4062,92.0,23.13725471,36.67848718,117.36163347662269
4063,92.0,23.13725471,36.67848718,118.38855630488331
4064,93.0,23.13725471,19.56188422,117.81077069749165
4065,93.0,23.13725471,19.56188422,118.78071457235691
4066,94.0,23.13725471,19.56188422,117.67134235437149
4067,94.0,22.74509811,19.6614821,116.57024865207696
4068,94.0,22.35294151,19.6614821,115.1955701829963
4069,93.0,22.35294151,19.6614821,112.44402377974555
4086,83.0,26.27450943,31.92313974,127.16822113564899
4087,83.0,26.27450943,31.92313974,128.49647951348072
4088,83.0,26.27450943,31.92313974,127.12158046432982
4090,84.0,25.88235283,38.04121238,128.27283389952936
4091,84.0,27.05882263,38.04121238,129.82493441195746
4092,84.0,28.62745094,38.04121238,132.48737570006298
4103,79.0,26.27450943,29.94303648,159.16872899516204
4104,80.0,26.27450943,30.27099522,156.72344136182613
4105,81.0,26.27450943,31.64856416,161.13299877892325
4108,85.0,24.31372643,39.70481296,124.03685101201134
4109,86.0,24.70588303,36.61188947,124.35048087309389
4110,87.0,24.31372643,36.61188947,124.30636040865197
4111,88.0,25.09803963,39.71571044,126.02570269077705
4112,89.0,24.70588303,36.9155862,124.56363051942313
4113,89.0,24.31372643,36.9155862,122.66839251864715
4114,89.0,25.09803963,36.9155862,126.17332768924192
4127,84.0,25.49019623,19.65562219,125.22863327449716
4128,85.0,25.49019623,36.82925459,126.20839538335404
4129,86.0,25.09803963,36.82925459,126.0145827566854
4130,87.0,25.09803963,40.22963229,126.07337333368679
4131,88.0,24.70588303,35.8331827,125.74541039524686
4132,89.0,23.92156792,35.8331827,124.83761313207941
4133,90.0,23.92156792,39.43243033,114.64488204839162
4134,91.0,22.35294151,36.51137356,114.8506134275124
4135,92.0,22.35294151,36.51137356,116.25617493923362
4136,93.0,22.35294151,39.21771329,115.90830710795949
4137,93.0,22.35294151,39.21771329,115.47732939333065
4138,94.0,22.74509811,39.21771329,116.23227590454871
4139,94.0,22.35294151,19.75326504,115.62318240881274
4140,94.0,21.96078491,19.75326504,113.44436350570786
4141,95.0,21.1764698,19.75326504,107.99367289327827
4142,95.0,20.7843132,19.40138046,108.59601935738992
4143,95.0,20.7843132,19.40138046,107.54187412690672
4144,96.0,20.7843132,19.40138046,109.31777442930154
4145,97.0,20.7843132,40.0651564,108.94821891917292
4146,98.0,19.2156868,36.47468573,92.6078959102594
4147,98.0,18.03921509,36.47468573,78.75313644159222
4148,98.0,18.03921509,36.47468573,74.77500961822686
4149,98.0,17.25490189,36.47468573,80.93583129478347
4173,84.0,36.07843018,39.4596585,137.72880342071906
4174,84.0,30.98039246,39.4596585,134.17694989547329
4175,85.0,28.62745094,39.4596585,132.72161084020465
4176,85.0,27.05882263,19.90752357,128.70736763380293
4177,85.0,26.66666603,19.90752357,129.47983537774957
4178,85.0,28.62745094,19.90752357,133.9763875257532
4179,86.0,29.01960754,19.90752357,131.75291803583033
4180,86.0,27.45098114,20.16613308,131.75291803583033
4181,86.0,27.05882263,20.16613308,130.92432013730763
4182,87.0,26.66666603,20.16613308,129.82843518175463
4189,87.0,20.0,34.81301431,104.20641692859515
4190,87.0,20.0,34.81301431,102.86448624887575
4191,88.0,20.0,36.89693325,103.58523319584368
4192,89.0,20.0,35.81714681,103.12068031930835
4193,89.0,20.0,35.81714681,103.28656773560253
4194,90.0,20.3921566,37.68040087,105.06363529473055
4195,91.0,20.7843132,38.09485932,105.06363529473055
4196,92.0,21.96078491,37.47194976,112.21256726540516
4197,91.0,22.74509811,37.47194976,115.75902401084636
4198,91.0,22.35294151,37.47194976,116.90725465779772
4204,90.0,21.1764698,35.52534577,111.41491274013069
4205,90.0,21.1764698,35.52534577,109.35236139275894
4206,90.0,21.1764698,35.52534577,110.59386273403666
4207,90.0,21.56862831,35.52534577,116.45317022264078
4214,86.0,21.56862831,35.81514523,109.62211894528913
4215,86.0,20.0,35.81514523,109.62211894528913
4216,87.0,17.25490189,32.03850198,103.47729226403942
4222,92.0,18.8235302,33.77732981,93.36908820439858
4223,91.0,20.0,33.77732981,104.85904488873263
4259,70.0,21.96078491,14.94782385,152.6304092556113
4260,71.0,16.86274529,14.94782385,139.23528964435798
4261,72.0,17.25490189,34.50664882,88.6605106958666
4262,73.0,16.47058868,34.49563497,100.85430476228676
4276,87.0,19.6078434,29.42117297,97.3829111119928
4295,75.0,33.72549057,14.41715884,174.50520361191099
4296,76.0,39.60784149,14.41715884,177.47151165079387
4297,75.0,39.60784149,14.41715884,170.93465640360586
4349,34.0,20.0,16.60230096,247.6825699868466
4350,34.0,18.43137169,16.60230096,247.6825699868466
4351,35.0,17.64705849,13.76320285,169.73806238406164
4352,35.0,17.64705849,13.76320285,172.10062549860143
4353,36.0,17.64705849,13.76320285,175.97893393406616
4354,36.0,18.03921509,7.31465656,198.4775258191728
4355,36.0,18.8235302,7.31465656,217.0401942611756
4356,37.0,18.8235302,13.03208656,217.0401942611756
4357,38.0,18.43137169,15.02428334,219.17315380564852
4358,39.0,18.43137169,15.11397677,216.30374926021375
4360,41.0,17.25490189,20.18938008,176.76573239690703
4361,42.0,17.25490189,22.93701334,108.37529227586671
4388,25.0,14.11764717,8.8527241,188.07309415295364
4389,24.0,14.11764717,8.8527241,146.46543424825865
4406,26.0,14.90196037,9.35075357,233.09865004151578
4407,26.0,14.90196037,9.35075357,147.64380849410864
4408,23.0,13.72549057,9.35075357,147.75863016287957
4428,34.0,20.3921566,28.9319088,240.7302220341897
4429,35.0,14.50980377,16.3163301,128.47294213443527
4430,35.0,13.72549057,16.3163301,128.47294213443527
4431,34.0,13.33333302,16.3163301,94.11863530480971
4432,32.0,12.54901981,16.3163301,94.86775000369997
4448,35.0,20.0,29.47146584,258.6288827184409
4449,37.0,17.25490189,30.29107047,232.30272354050936
4450,38.0,18.03921509,30.29107047,146.1634452353535
4451,38.0,18.03921509,8.41377995,168.56084951202791
4452,39.0,18.03921509,13.60819179,177.39130405764868
4453,40.0,17.64705849,13.60819179,182.5843496184647
4454,40.0,17.25490189,10.25277976,155.08631247582105
4455,41.0,16.86274529,21.29284927,137.29209522189834
4456,42.0,16.86274529,21.29284927,135.77128690993462
4457,42.0,16.47058868,21.29284927,127.42664628140398
4458,42.0,16.07843208,11.15554813,127.42664628140398
4459,43.0,15.68627453,20.60714992,117.04373394715316
4460,43.0,14.11764717,20.60714992,111.31368743498876
4461,43.0,14.11764717,20.60714992,85.45910703839044
4485,38.0,21.1764698,25.50201947,242.43648400434614
4487,43.0,21.56862831,40.83149166,198.930426590743
4488,43.0,21.1764698,40.83149166,198.930426590743
4489,45.0,14.90196037,35.45488196,177.05827309719015
4490,46.0,13.72549057,22.64625705,85.92196108892642
4502,43.0,13.72549057,15.44094636,85.03938287657942
4503,43.0,13.72549057,15.44094636,84.32548208628651
4504,44.0,14.11764717,8.1984371,85.28349574659357
4505,45.0,14.50980377,15.2745232,116.28370159180555
4506,46.0,16.86274529,15.90350473,108.73291092213091
4507,46.0,18.03921509,15.90350473,177.67031553941933
4508,48.0,16.86274529,36.75463764,177.67031553941933
4509,49.0,17.25490189,23.31331768,100.68418726178949
4510,51.0,17.25490189,40.0089881,106.4365376816682
4511,52.0,17.25490189,21.47745989,108.7918669299833
4512,54.0,17.64705849,36.53187809,112.7365320340815
4513,56.0,18.03921509,35.77782641,130.6791082838572
4514,56.0,19.2156868,35.77782641,189.79152978423303
4515,58.0,20.7843132,55.42683745,145.17244422225315
4516,59.0,21.96078491,55.42683745,145.17244422225315
4517,61.0,22.35294151,43.76340712,150.6082092603348
4518,63.0,22.35294151,49.47321483,149.5696272736634
4519,63.0,21.56862831,49.47321483,93.6441886190385
4549,31.0,21.1764698,14.72052196,232.8648721816191
4550,31.0,15.68627453,14.72052196,186.64882309863512
4551,31.0,19.6078434,14.72052196,230.89473282322137
4552,31.0,20.3921566,14.72052196,260.37750992925345
4561,42.0,25.09803963,36.11279585,220.7211467161947
4562,42.0,24.70588303,36.11279585,220.97398465028056
4563,44.0,25.09803963,20.24452432,226.56995243113215
4564,45.0,27.45098114,19.85526015,224.8507149018379
4565,45.0,27.05882263,19.85526015,224.8507149018379
4566,47.0,26.66666603,40.0639539,224.07687023833387
4567,48.0,27.05882263,18.72812115,220.74231414014343
4568,50.0,27.05882263,45.94576799,221.95931400258078
4569,51.0,27.45098114,19.64965624,217.59346007718815
4570,52.0,26.66666603,19.64965624,215.23322367632463
4571,53.0,25.88235283,23.53157239,212.44127015106764
4572,53.0,25.09803963,23.53157239,216.2423836975648
4573,53.0,25.49019623,23.53157239,170.45872769576044
4574,54.0,26.27450943,24.45555645,170.45872769576044
4575,54.0,26.66666603,24.45555645,168.79598136945276
4576,55.0,26.66666603,26.96226339,169.60004458146147
4577,56.0,26.27450943,26.01132268,167.21635783423682
4578,57.0,26.27450943,26.01132268,168.19497529665773
4579,58.0,26.27450943,28.86913064,166.30045531056481
4580,59.0,25.88235283,24.52528324,166.39511187718162
4581,60.0,25.49019623,26.98123441,164.6570263109126
4582,60.0,25.09803963,26.98123441,162.41390945324503
4583,61.0,24.31372643,27.07251307,162.41390945324503
4584,62.0,23.13725471,26.456172,160.0475932418457
4585,63.0,21.1764698,29.490892,149.04828423459995
4586,65.0,21.1764698,56.4167753,145.54482761847314
4587,66.0,21.1764698,27.93166567,139.99971479735873
4588,67.0,21.1764698,29.35890167,136.77064705816488
4589,68.0,20.7843132,34.93559154,148.22064458418106
4590,69.0,21.96078491,34.67847416,117.3491046712625
4591,69.0,16.86274529,34.67847416,117.3491046712625
4592,70.0,16.86274529,31.36790885,76.53513229286594
4596,72.0,20.0,33.44265777,106.73868866116206
4597,73.0,21.56862831,36.18673526,114.64090060398419
4598,73.0,23.13725471,36.18673526,130.57281834166193
4599,73.0,27.45098114,36.18673526,135.45349581113646
4600,74.0,30.19607925,35.18040465,135.45349581113646
4602,77.0,31.76470566,34.81815531,145.72891950993608
4603,77.0,31.76470566,34.81815531,145.39929028655854
4604,78.0,31.76470566,18.36416116,140.55545076087571
4605,79.0,33.33333206,34.72271058,139.81101825436346
4606,80.0,31.37254906,38.5787394,138.7073718464752
4607,81.0,31.37254906,34.2592859,137.2162395873467
4608,81.0,31.37254906,34.2592859,136.76077340902202
4609,82.0,30.98039246,34.2592859,137.87946811209127
4610,82.0,30.58823586,18.83947118,133.41235169082285
4611,82.0,28.23529434,18.83947118,133.41235169082285
4612,83.0,26.66666603,31.84385503,130.10663974333784
4613,84.0,26.27450943,36.01759937,126.99450056098686
4614,84.0,26.27450943,36.01759937,125.47622878926344
4615,85.0,25.49019623,35.9942347,126.01801070544016
4616,86.0,25.09803963,38.76985385,122.98950801607737
4617,87.0,24.31372643,37.47056107,121.098814845996
4621,92.0,20.7843132,32.5551288,106.98912813326527
4622,93.0,20.7843132,39.73368068,106.98912813326527
4624,96.0,20.0,37.4627513,100.74085692982734
4625,97.0,20.0,36.20389349,101.22952372584179
4626,98.0,19.6078434,31.11131126,98.47744914528991
4627,99.0,20.0,38.88237406,101.67471892416229
4628,99.0,20.3921566,38.88237406,99.83286055969151
4629,99.0,20.0,38.88237406,99.83286055969151
4630,98.0,21.1764698,38.88237406,103.10995639417301
4641,95.0,25.88235283,18.7393923,125.33531590781053
4642,95.0,30.19607925,18.7393923,125.33531590781053
4643,95.0,31.37254906,18.7393923,133.92404272530564
4644,95.0,31.37254906,18.7393923,149.42185669368962
4663,89.0,26.27450943,19.35337234,125.76278006349968
4672,87.0,31.76470566,35.91575424,137.93029206569187
4673,87.0,30.98039246,35.91575424,133.86179979026065
4674,87.0,30.19607925,35.91575424,133.09714762290088
4675,88.0,29.01960754,35.9240295,132.24593096941595
4676,88.0,31.37254906,35.9240295,138.384518677357
4677,87.0,31.76470566,35.9240295,143.9361052289395
4678,87.0,32.54901886,35.9240295,143.9361052289395
4684,88.0,32.94117737,35.76365504,138.21733461773843
4685,87.0,34.90196228,35.76365504,138.384518677357
4686,87.0,32.15686417,35.76365504,138.384518677357
4687,88.0,29.41176414,35.54325135,135.62117132658912
4688,87.0,29.01960754,35.54325135,130.92432013730763
4689,88.0,29.01960754,36.97235445,131.09289422776865
4690,89.0,29.01960754,35.69926837,130.28438180942345
4691,89.0,29.01960754,35.69926837,129.42314284688436
4692,90.0,28.62745094,36.79240125,131.08923145248085
4693,91.0,29.41176414,35.6485695,130.4389488466079
4694,91.0,29.01960754,35.6485695,129.83762377709624
4695,91.0,28.62745094,35.6485695,130.28832311095474
4696,91.0,28.23529434,35.6485695,130.28832311095474
4697,92.0,28.62745094,37.24871439,129.19605084508242
4698,91.0,27.84313774,37.24871439,128.40238162807583
4699,91.0,27.84313774,37.24871439,129.6076135093736
4737,85.0,23.52941132,33.92985054,124.42620504085662
4738,85.0,25.09803963,33.92985054,124.75163303862182
4739,86.0,25.49019623,33.5060902,126.76590323974524
4740,86.0,25.09803963,33.5060902,124.744999147638
4741,86.0,25.09803963,33.5060902,125.1324132605912
4742,86.0,25.09803963,33.5060902,125.1324132605912
4743,87.0,25.49019623,38.06048597,125.6606963135809
4744,87.0,25.49019623,38.06048597,125.89364409919784
4745,87.0,25.88235283,38.06048597,126.42171947273857
4751,88.0,26.66666603,37.74198947,129.21467461138965
4752,88.0,28.62745094,37.74198947,127.64074285545146
4753,89.0,29.01960754,39.37505177,130.98551020366455
4754,89.0,29.01960754,39.37505177,130.1894313396377
4755,89.0,27.84313774,39.37505177,129.49311137692553
4756,90.0,27.45098114,18.40232949,128.57273579925067
4757,90.0,27.05882263,18.40232949,127.35061041315177
4758,90.0,27.05882263,18.40232949,127.90116821820881
4759,90.0,26.66666603,18.40232949,126.80194285715437
4765,91.0,27.45098114,33.00595441,128.0732141439824
4766,90.0,28.23529434,33.00595441,128.53942903825396
4767,91.0,30.98039246,34.25191575,135.83621398413425
4768,91.0,32.54901886,34.25191575,134.66661554443192
4769,91.0,30.19607925,34.25191575,134.66661554443192
4770,91.0,28.23529434,34.25191575,130.56262869590944
4778,92.0,31.37254906,36.51701107,132.63444349941494
4779,92.0,31.37254906,36.51701107,135.88210097706823
4780,92.0,28.62745094,36.51701107,133.4318235379582
4791,93.0,28.62745094,35.10090013,129.96689070128545
4792,93.0,27.45098114,35.10090013,128.07099744843282
4793,93.0,27.05882263,35.10090013,127.97108962281929
4794,93.0,26.66666603,35.10090013,127.97108962281929
4821,91.0,26.27450943,31.79592578,126.93245145804465
4822,91.0,26.27450943,31.79592578,126.28042617853922
4823,92.0,26.27450943,31.8977735,127.15830656828055
4824,92.0,25.88235283,31.8977735,127.15830656828055
4825,92.0,25.88235283,31.8977735,124.77495616007484
4826,92.0,25.88235283,31.8977735,126.06299448243945
4838,84.0,30.98039246,32.13170981,157.51695023122411
4839,84.0,31.37254906,32.13170981,144.38245776790927
4840,84.0,32.54901886,32.13170981,138.09053804063274
4842,85.0,27.84313774,35.25652925,130.75776084997813
4843,85.0,26.66666603,35.25652925,126.95253325472157
4844,85.0,22.74509811,35.25652925,126.95253325472157
4845,86.0,21.1764698,36.24709808,114.55008133626438
4846,86.0,21.1764698,36.24709808,107.01375997140748
4847,87.0,20.7843132,31.54944211,104.66762905478362
4848,88.0,20.3921566,34.8182329,102.98305891040252
4849,88.0,20.0,34.8182329,102.54914002267833
4850,88.0,20.0,34.8182329,101.53541025992435
4851,89.0,20.0,34.95828126,104.75775991386888
4852,89.0,20.3921566,34.95828126,103.8077928535673
4853,89.0,20.0,34.95828126,102.62900842383235
4854,89.0,20.0,34.95828126,102.62900842383235
4873,87.0,20.7843132,32.32000809,109.39998406918963
4874,88.0,20.7843132,32.32000809,107.7222402435922
4875,88.0,20.7843132,32.32000809,107.7222402435922
4876,89.0,20.3921566,34.55354366,105.85334275074233
4877,90.0,20.7843132,36.64741101,107.48800563916558
4878,91.0,20.7843132,34.6971297,107.302720191675
4879,91.0,20.7843132,34.6971297,106.95043790080453
4880,91.0,21.1764698,34.6971297,112.57940204870668
4892,87.0,25.49019623,32.44576612,125.63672596971637
4893,88.0,24.70588303,32.44576612,124.24756775628876
