,Speed (OBD)(km/h),Absolute Throttle Position B(%),Torque(Nm),CO2_emission_g_per_km
1449,96.0,27.05882263,35.93606224,122.02170164285312
1472,89.0,34.50980377,31.74694402,146.65929090780253
1475,89.0,32.94117737,31.74694402,135.89403867037237
1481,90.0,33.33333206,18.96074764,133.38798570864813
1482,91.0,32.15686417,31.78663939,131.7041321713514
1483,91.0,37.25490189,31.78663939,131.7041321713514
1484,92.0,40.7843132,29.77585561,147.26469927969913
1496,87.0,33.72549057,38.98913262,140.58603032998207
1497,88.0,34.90196228,33.77246034,140.0637340266942
1498,88.0,33.72549057,33.77246034,141.1828495383385
1499,88.0,37.64706039,33.77246034,141.1828495383385
1500,89.0,35.68627548,30.5826698,138.04888095566082
1501,90.0,35.68627548,36.93314525,136.62339173998222
1502,90.0,33.72549057,36.93314525,131.31723751814542
1503,91.0,33.33333206,31.52794454,131.11411180689595
1504,92.0,32.54901886,31.52794454,128.8629854618614
1505,92.0,27.84313774,31.52794454,128.8629854618614
1506,92.0,25.88235283,17.45385972,121.37048183171618
1507,92.0,25.88235283,17.45385972,120.13422620179125
1508,92.0,27.45098114,17.45385972,120.2925477763048
1516,89.0,33.33333206,31.01319517,173.907988458375
1522,91.0,38.03921509,19.41404031,153.8771513146879
1523,91.0,33.72549057,19.41404031,141.4314249625891
1524,90.0,33.72549057,19.41404031,134.03554246352854
1558,76.0,31.76470566,17.93873025,152.75584070666983
1559,76.0,43.92156982,17.93873025,156.62665982120745
1560,76.0,33.72549057,17.93873025,142.79502748003526
1561,77.0,31.76470566,18.13977242,138.55744439298678
1567,80.0,31.76470566,18.25356754,139.01930601551578
1568,80.0,32.15686417,18.25356754,138.68579800920827
1569,79.0,32.15686417,18.25356754,137.44321037910854
1593,85.0,32.54901886,18.83581067,137.04841038601037
1614,89.0,31.37254906,34.9314203,130.86192668004796
1615,90.0,30.19607925,35.24236304,127.26909727511917
1616,90.0,30.19607925,35.24236304,126.92011141246331
1617,90.0,30.58823586,35.24236304,126.92011141246331
1618,91.0,30.58823586,30.46579733,127.99139669747157
1619,92.0,30.58823586,33.25561371,127.66884693049693
1620,92.0,30.58823586,33.25561371,126.85073372238048
1621,92.0,31.76470566,33.25561371,136.6806393117618
1647,95.0,32.94117737,61.61724617,170.66106200033113
1648,96.0,28.23529434,33.24517396,128.1988817345639
1649,96.0,28.23529434,33.24517396,120.95149954274856
1650,97.0,27.05882263,30.7314046,119.6818765774935
1651,97.0,26.66666603,30.7314046,119.2239594778335
1652,97.0,25.88235283,30.7314046,119.2239594778335
1653,97.0,25.49019623,30.7314046,117.150896229461
1663,86.0,27.05882263,35.09677543,124.41302560942668
1664,86.0,26.66666603,35.09677543,120.16901570270852
1665,87.0,26.66666603,19.8030963,121.63324343053915
1668,90.0,22.74509811,19.72514856,109.26260136916724
1669,91.0,22.74509811,34.02989063,111.54328556091583
1670,92.0,22.35294151,34.02989063,106.89267662959223
1671,92.0,22.35294151,19.76593781,107.98861202506666
1672,93.0,22.35294151,35.80193844,110.41362359763293
1673,93.0,22.74509811,35.80193844,108.7471724446669
1674,94.0,22.74509811,20.17448203,111.85407161342286
1675,93.0,23.92156792,20.17448203,113.87119039744908
1676,93.0,23.92156792,20.17448203,113.4574702179898
1689,84.0,27.84313774,32.97715135,123.08860264849436
1690,84.0,23.52941132,32.97715135,112.40309605425449
1691,84.0,23.13725471,32.97715135,112.40309605425449
1707,87.0,29.41176414,34.53503295,125.29910567885722
1708,87.0,29.80392075,34.53503295,124.38120213239284
1709,87.0,29.80392075,34.53503295,126.50258168797222
1710,88.0,32.54901886,31.95779238,128.24867309915606
1711,88.0,38.82352829,31.95779238,134.68392181662597
1712,88.0,42.35293961,31.95779238,133.7727935666372
1768,38.0,25.09803963,19.68714833,205.59169560865186
1769,39.0,27.05882263,19.68714833,234.54231736540098
1770,39.0,28.62745094,19.68714833,240.3755519224652
1779,59.0,14.11764717,53.75038436,144.36075833756743
1793,77.0,45.88235474,28.68719655,197.64141275809453
1794,77.0,45.88235474,28.68719655,183.89593070059712
1795,77.0,34.90196228,28.68719655,171.25825347526887
1796,78.0,35.29411697,27.36652775,171.25825347526887
1797,78.0,34.90196228,27.36652775,168.4369806696233
1798,78.0,34.90196228,27.36652775,168.18839025922202
1800,79.0,37.25490189,29.34894291,183.43843379296476
1801,79.0,45.49019623,29.34894291,183.33652389569502
1802,80.0,35.68627548,28.52623506,174.16355092377773
1803,80.0,35.68627548,28.52623506,165.8453628029077
1804,81.0,30.58823586,29.42847588,157.7164069572593
1805,81.0,27.05882263,29.42847588,152.66339520435662
1806,80.0,26.66666603,29.42847588,152.66339520435662
1807,80.0,23.52941132,29.42847588,152.33970541048575
1810,80.0,23.92156792,35.76576006,118.52245644702414
1853,81.0,26.27450943,17.63699243,126.21003605701233
1854,82.0,26.27450943,38.33278586,126.21003605701233
1855,82.0,26.27450943,38.33278586,125.28379135017201
1856,83.0,27.05882263,30.81617684,125.77568575870383
1857,83.0,28.23529434,30.81617684,129.49419250127764
1858,83.0,30.19607925,30.81617684,129.49419250127764
1859,83.0,32.15686417,30.81617684,136.41277792798556
1864,84.0,32.54901886,31.64763837,159.60780243176578
1865,83.0,32.94117737,31.64763837,135.88753044877578
1866,83.0,33.33333206,31.64763837,139.79285453641376
1868,84.0,32.54901886,18.99511452,128.32476399908143
1869,84.0,25.49019623,18.99511452,119.49024680551678
1870,83.0,24.70588303,18.99511452,120.86111270386078
1878,82.0,22.74509811,34.55151622,114.87077711683318
1879,82.0,23.13725471,34.55151622,113.77395022026744
1880,83.0,22.74509811,19.11769046,115.09139286998645
1883,87.0,25.09803963,38.25359941,120.44660898263456
1884,87.0,27.05882263,38.25359941,120.44660898263456
1885,88.0,28.23529434,32.25883326,123.4886575932921
1886,88.0,27.45098114,32.25883326,124.07001194702524
1887,87.0,27.45098114,32.25883326,123.79643358128114
1894,85.0,25.88235283,35.34621233,122.65408744242387
1895,85.0,25.88235283,35.34621233,122.90144683968286
1896,86.0,25.88235283,19.64086378,122.32186002703797
1897,86.0,25.09803963,19.64086378,120.23969257254404
1898,87.0,25.09803963,39.69707301,121.42649229659122
1899,87.0,25.09803963,39.69707301,120.39949066695574
1900,87.0,25.88235283,39.69707301,122.35856741255725
1901,88.0,26.66666603,31.89995351,122.35856741255725
1902,88.0,26.27450943,31.89995351,122.95132680795594
1903,88.0,25.49019623,31.89995351,122.91741938040188
1926,80.0,21.1764698,35.09641339,109.73024093300852
1927,80.0,21.1764698,35.09641339,109.73024093300852
1928,81.0,16.86274529,30.79120884,100.8925524101968
1969,43.0,19.6078434,22.95927637,179.12745123639607
1970,43.0,21.1764698,22.95927637,194.1355784725551
1971,44.0,23.52941132,22.95927637,203.56454566656672
1972,45.0,24.70588303,21.15119757,222.43167545372896
1973,46.0,30.58823586,22.06130765,237.66970554249946
1974,46.0,32.94117737,22.06130765,237.66970554249946
1981,60.0,34.90196228,24.32915967,247.90785190514612
1991,69.0,32.94117737,27.77983024,170.95208134759207
1992,70.0,27.84313774,28.8671032,170.95208134759207
1993,71.0,26.66666603,26.18390574,158.22035831952454
1994,73.0,27.45098114,54.71959269,157.13864033373216
1995,74.0,28.62745094,54.71959269,157.8784524607376
1997,79.0,28.23529434,57.97592663,156.59569066587466
1998,80.0,27.84313774,57.97592663,157.13274154156417
1999,82.0,30.19607925,47.41086586,163.40302772217686
2000,84.0,32.54901886,56.49924857,170.1164017448116
2001,85.0,34.90196228,56.49924857,173.16233989905538
2002,87.0,36.07843018,47.08069349,173.0980164169206
2003,88.0,35.29411697,35.19212189,173.3070479926753
2004,88.0,30.19607925,35.19212189,129.73611374452818
2005,88.0,27.84313774,35.19212189,131.09732751105375
2033,60.0,26.27450943,15.53793495,167.899603242177
2034,60.0,21.96078491,15.53793495,167.899603242177
2035,61.0,30.98039246,26.36183667,204.14090611200746
2046,89.0,23.92156792,61.09595159,116.6869323685649
2049,93.0,23.13725471,41.18635016,117.26373884133082
2052,97.0,25.49019623,41.25251859,121.48852023803688
2053,97.0,26.27450943,41.25251859,123.00194819714156
2054,98.0,26.66666603,41.25251859,123.70832127263408
2212,61.0,19.6078434,53.51299829,123.76381153327037
2213,62.0,20.7843132,31.43124301,138.06925006458658
2214,63.0,21.96078491,23.90861374,125.63024698423042
2216,64.0,18.03921509,31.20967303,82.89616958143597
2217,64.0,15.29411793,31.20967303,82.89616958143597
2219,65.0,13.33333302,24.86182756,73.70423813821371
2237,85.0,44.31372452,55.52508025,189.53134333124012
2238,87.0,37.25490189,55.52508025,175.73888329314724
2239,88.0,33.33333206,56.17554124,172.82445899090663
2242,93.0,32.94117737,59.75036392,132.7165542555087
2243,94.0,23.92156792,36.56133024,119.69651567571324
2244,95.0,24.31372643,36.56133024,115.83018812926589
2245,96.0,22.35294151,40.06045761,113.21669019663969
2246,97.0,21.96078491,36.34417459,105.85132037703733
2247,98.0,20.3921566,36.34417459,99.42129130530449
2248,98.0,20.3921566,19.66857296,93.62069139322067
2249,98.0,19.2156868,19.66857296,88.4928265688161
2250,99.0,17.64705849,19.66857296,73.02608218923638
2276,86.0,23.13725471,19.84176761,116.69218894012127
2277,86.0,22.74509811,19.84176761,115.19942103396271
2278,88.0,21.96078491,35.83643333,113.64713951136406
2279,88.0,21.56862831,35.83643333,112.13092682444287
2280,89.0,21.1764698,40.00960875,112.13092682444287
2281,90.0,19.2156868,35.9934951,109.4776288954845
2282,91.0,16.86274529,35.9934951,77.48361490511971
2296,96.0,18.03921509,20.26437459,76.31198282887507
2297,96.0,18.03921509,20.26437459,79.68072182502732
2317,84.0,25.09803963,19.40815971,126.74542312587502
2318,85.0,25.09803963,32.40496135,123.09955824482935
2319,86.0,22.74509811,32.40496135,117.43009780048263
2320,88.0,22.35294151,59.97919027,114.7482921982605
2321,89.0,21.56862831,35.04693511,109.6021853288241
2322,89.0,20.0,35.04693511,100.69843922103706
2323,90.0,17.25490189,34.77171044,100.69843922103706
2329,94.0,17.64705849,32.16015342,71.73912420920594
2330,95.0,19.2156868,30.62667348,95.82378276402979
2331,96.0,20.7843132,32.71633079,104.42399725391758
2332,96.0,21.96078491,32.71633079,113.9380002131621
2333,96.0,23.13725471,32.71633079,113.9380002131621
2334,96.0,22.74509811,32.71633079,117.1415221891338
2358,92.0,26.66666603,31.23338939,126.95891345642664
2359,92.0,26.27450943,31.23338939,126.14221285785814
2360,92.0,27.45098114,31.23338939,126.14221285785814
2361,93.0,31.37254906,35.56029062,131.7027535473741
2362,93.0,32.54901886,35.56029062,134.09926545652098
2363,94.0,32.54901886,36.60033514,138.09669262958994
2364,95.0,36.07843018,30.94958949,150.7520127520658
2365,95.0,32.54901886,30.94958949,169.2274005054511
2366,95.0,32.54901886,30.94958949,165.59563926094455
2373,96.0,34.50980377,17.77268982,174.64709142085695
2406,98.0,42.74509811,38.4882624,152.11829422050135
2407,98.0,36.86274338,38.4882624,146.53978908359193
2421,92.0,23.52941132,34.77772552,119.35831336275183
2422,93.0,23.52941132,37.67385825,115.89210654244445
2423,94.0,23.52941132,31.69989661,115.61394523881444
2424,95.0,23.52941132,31.53970575,115.97019016520746
2425,96.0,23.52941132,35.22094564,116.46698894438867
2426,96.0,23.52941132,35.22094564,116.46698894438867
2427,97.0,23.52941132,35.53110483,116.2501317332482
2428,98.0,23.52941132,32.01678719,117.05078904626694
2429,99.0,23.52941132,37.10167602,116.95072852180883
2430,98.0,23.52941132,37.10167602,116.1400146864576
2431,98.0,23.52941132,37.10167602,116.1400146864576
2432,98.0,23.52941132,37.10167602,117.15231743599556
2443,94.0,34.11764526,31.4410828,138.96810596267701
2444,94.0,31.37254906,31.4410828,129.34060963880825
2445,94.0,24.70588303,31.4410828,112.58688168116484
2448,96.0,23.13725471,38.2659192,113.44335879469443
2449,98.0,21.56862831,38.2659192,113.44335879469443
2450,99.0,21.56862831,58.70947119,108.30867391968442
2451,99.0,21.56862831,58.70947119,108.30867391968442
2452,99.0,21.56862831,58.70947119,109.37601837592017
2463,92.0,26.66666603,31.7045592,126.76495025995155
2464,93.0,24.70588303,35.1823364,114.6298158377187
2465,93.0,21.96078491,35.1823364,110.11811493830251
2466,93.0,22.35294151,35.1823364,113.2072600071563
2480,84.0,32.15686417,17.38859381,136.36262013205035
2481,84.0,32.15686417,17.38859381,144.8125874733324
2485,88.0,30.19607925,38.48298951,146.69072381844137
2486,89.0,32.15686417,35.2353239,142.481567783413
2487,90.0,32.54901886,37.76753415,140.62039166950336
2488,90.0,31.76470566,37.76753415,132.75376314156668
2489,90.0,27.05882263,37.76753415,128.0683594714605
2490,91.0,26.27450943,37.76753415,126.39815284860872
2491,91.0,26.27450943,20.43551981,126.39815284860872
2492,92.0,27.45098114,34.42393763,127.80947561441761
2493,92.0,29.01960754,34.42393763,127.80947561441761
2494,93.0,32.15686417,20.49793464,134.36904755710563
2495,94.0,31.37254906,35.85255456,149.5283664636578
2496,94.0,30.98039246,35.85255456,147.518764040843
2497,94.0,30.98039246,35.85255456,135.83102057497086
2515,86.0,32.54901886,32.16177744,169.15893561520122
2516,86.0,27.05882263,32.16177744,138.69696149463022
2517,86.0,27.05882263,32.16177744,128.31426436236973
2525,79.0,23.13725471,33.05606626,139.85405986119284
2533,94.0,28.62745094,31.86329154,129.73878936989053
2534,95.0,27.45098114,37.89313443,127.13943261240637
2535,96.0,26.66666603,32.65583867,125.92288758960872
2536,96.0,23.92156792,32.65583867,118.7251258836233
2537,97.0,23.13725471,35.63009499,117.31142190988002
2538,97.0,22.74509811,35.63009499,117.31142190988002
2539,98.0,20.7843132,18.77334025,116.05379853625053
2540,99.0,20.0,35.50155699,101.66375870401895
2541,99.0,19.6078434,35.50155699,99.43916197543832
2542,99.0,19.6078434,35.50155699,98.09080133778468
2558,95.0,20.0,31.64133883,102.81380003729112
2559,95.0,20.0,31.64133883,101.94023140831061
2560,95.0,20.7843132,31.64133883,107.82385047140014
2561,96.0,21.56862831,34.34958187,111.14172293517277
2562,96.0,22.35294151,34.34958187,116.30036013836303
2563,96.0,23.52941132,34.34958187,119.43812002598082
2564,96.0,24.31372643,34.34958187,119.43812002598082
2573,96.0,23.13725471,17.82448258,116.06517728613987
2574,96.0,23.13725471,17.82448258,116.30036013836303
2575,96.0,23.13725471,17.82448258,116.30036013836303
2597,86.0,24.70588303,30.44519453,125.46191988424621
2598,88.0,25.09803963,61.25228152,126.01050596557396
2599,88.0,25.09803963,61.25228152,126.01050596557396
2600,89.0,22.35294151,31.474114,119.3888352732423
2602,92.0,19.6078434,31.41548123,93.60864718350594
2609,95.0,23.52941132,31.80070991,118.58224198023497
2610,95.0,23.52941132,31.80070991,117.57457413991273
2611,95.0,23.52941132,31.80070991,118.1459078180031
2614,96.0,23.52941132,34.86273826,119.93454757992178
2615,96.0,23.52941132,34.86273826,119.0164967438705
2616,96.0,23.52941132,34.86273826,118.07574528370856
2617,97.0,23.52941132,36.08805025,120.28135010603657
2618,96.0,23.92156792,36.08805025,119.01153046651939
2619,95.0,23.92156792,36.08805025,119.58868693090503
2620,95.0,23.92156792,36.08805025,119.58868693090503
2630,90.0,24.31372643,34.57392665,123.416421340792
2631,91.0,24.31372643,37.20728121,121.40865548475114
2632,92.0,23.52941132,33.94945514,119.90488221006481
2633,93.0,23.52941132,31.49911562,119.799571923006
2634,93.0,23.52941132,31.49911562,119.799571923006
2635,94.0,24.70588303,30.97239299,122.70607817712933
2636,94.0,24.70588303,30.97239299,122.37999020612222
2637,95.0,25.09803963,39.6315123,125.11326255298394
2638,95.0,25.09803963,39.6315123,122.56087981359093
2639,95.0,24.70588303,39.6315123,121.35201933948345
2640,94.0,24.31372643,39.6315123,121.35201933948345
2648,89.0,24.31372643,32.99594652,123.53661725743453
2649,89.0,24.31372643,32.99594652,121.84827861255147
2650,89.0,24.31372643,32.99594652,121.84827861255147
2651,89.0,24.31372643,32.99594652,122.01510195143152
2654,90.0,23.92156792,18.92035276,120.65861579198366
2655,90.0,23.13725471,18.92035276,118.20170958058834
2656,90.0,23.13725471,18.92035276,118.26538965284072
2657,91.0,23.13725471,18.19776386,116.80904457450512
2658,92.0,22.74509811,38.99305043,113.61839190704904
2659,92.0,21.1764698,38.99305043,113.61839190704904
2660,93.0,18.03921509,31.26954192,100.64627791299809
2685,90.0,32.54901886,30.18988995,149.12673170927442
2686,90.0,32.54901886,30.18988995,149.12673170927442
2687,90.0,32.54901886,30.18988995,154.63331647064024
2688,91.0,32.94117737,30.18988995,154.63331647064024
2689,91.0,32.94117737,19.14948684,151.30854717283526
2690,92.0,32.94117737,32.08528045,151.9520677932413
2691,92.0,32.94117737,32.08528045,153.58214455071914
2692,91.0,32.54901886,32.08528045,157.76500036801372
2705,90.0,41.96078491,32.8081551,157.52336911864543
2706,89.0,41.96078491,32.8081551,157.52336911864543
2707,89.0,41.96078491,32.8081551,167.35904144010541
2711,90.0,42.74509811,39.24634568,163.552844411772
2712,90.0,42.35293961,39.24634568,159.50109522196905
2729,92.0,35.29411697,34.94423918,152.45614726047324
2730,93.0,35.29411697,31.89227304,151.4650943167946
2731,94.0,32.94117737,33.75119811,138.6680747342789
2732,94.0,31.76470566,33.75119811,133.91973745300749
2733,94.0,28.23529434,33.75119811,129.18284284663753
2734,95.0,26.66666603,32.06440353,127.66841759843042
2735,95.0,26.66666603,32.06440353,127.66841759843042
2736,96.0,26.27450943,17.85350028,126.36230347551218
2737,96.0,26.27450943,17.85350028,126.03038436957841
2738,97.0,26.27450943,17.53353104,126.34791719021835
2739,97.0,26.27450943,17.53353104,126.01957886162313
2740,97.0,26.27450943,17.53353104,126.36527680680399
2741,97.0,26.27450943,17.53353104,126.39670168381282
2749,98.0,23.13725471,31.84248703,118.97794789390286
2750,98.0,23.13725471,31.84248703,117.12762600212864
2751,99.0,23.13725471,35.16423687,118.11311607522792
2752,98.0,23.92156792,35.16423687,121.2273573107743
2753,97.0,25.09803963,35.16423687,123.02356943042311
2764,89.0,25.09803963,35.90932023,126.05635988527135
2765,90.0,25.09803963,31.08931977,124.34108045210712
2766,91.0,24.70588303,30.19570073,124.7007792376667
2767,92.0,25.09803963,34.62878384,124.88697065181361
2768,92.0,24.70588303,34.62878384,123.14582482350436
2769,92.0,24.70588303,34.62878384,123.14582482350436
2770,92.0,25.09803963,34.62878384,126.50669556159828
2777,93.0,32.54901886,35.75210588,181.99833278987168
2778,94.0,33.33333206,36.2568965,141.8590890427327
2779,95.0,33.33333206,35.08752266,143.35224232168054
2780,95.0,34.11764526,35.08752266,142.6819266987452
2781,95.0,34.11764526,35.08752266,145.98188217366163
2782,96.0,34.11764526,19.10543015,140.7216519032262
2783,96.0,34.11764526,19.10543015,138.2898343505316
2784,96.0,32.94117737,19.10543015,138.2898343505316
2785,96.0,30.58823586,19.10543015,135.74701754184355
2833,87.0,27.05882263,35.19177278,129.2730847760704
2834,88.0,27.05882263,35.19177278,128.145534119212
2835,89.0,27.05882263,39.74357737,128.38986414923153
2836,89.0,26.66666603,39.74357737,128.31344184734834
2837,90.0,26.66666603,39.74357737,128.0308715450363
2838,90.0,26.66666603,19.7382545,127.32766670690759
2839,90.0,26.66666603,19.7382545,128.86223134033963
2840,89.0,26.66666603,19.7382545,127.01936654818674
2841,89.0,26.66666603,19.7382545,127.85767306953353
2870,76.0,23.92156792,32.86180979,119.96512965387977
2871,76.0,21.1764698,32.86180979,115.31994811811472
2872,76.0,21.1764698,32.86180979,113.27502942271313
2875,77.0,13.72549057,31.94104533,78.32971106757982
2930,42.0,16.07843208,19.82306811,113.10191164652133
2931,42.0,16.07843208,19.82306811,111.33426018321961
2932,42.0,16.07843208,19.82306811,112.12333238934471
2947,30.0,16.86274529,8.08891538,194.0750538958625
2948,30.0,17.64705849,8.08891538,194.0750538958625
2949,30.0,19.2156868,8.08891538,220.0892610232616
2951,31.0,18.8235302,9.23088132,245.26866149135725
2952,31.0,18.43137169,9.23088132,231.16812141946045
2953,31.0,16.86274529,9.23088132,210.92672808809766
2954,30.0,17.25490189,9.23088132,202.27681819248295
2988,31.0,18.8235302,14.71248721,202.58557900888374
2989,31.0,13.72549057,14.71248721,94.81144880700474
2990,30.0,13.33333302,14.71248721,85.37247073403285
2991,30.0,12.94117641,14.71248721,89.20284531633561
2996,29.0,20.0,48.58749349,243.3956470764752
2997,31.0,19.2156868,28.81277097,233.72611367354818
2998,33.0,18.8235302,33.48835012,226.56539806030452
2999,33.0,16.47058868,33.48835012,96.43516401519258
3000,34.0,15.29411793,8.55966948,120.17592876971398
3001,35.0,15.68627453,16.15780852,118.89352866484778
3002,36.0,15.68627453,16.15780852,117.68441032402006
3003,37.0,13.72549057,17.00098858,88.33314558024698
3004,39.0,15.29411793,31.69776831,85.99305434358017
3005,40.0,14.11764717,31.69776831,91.35638549699321
3006,40.0,13.72549057,31.69776831,88.3228555957601
3007,41.0,13.72549057,16.40224924,88.3228555957601
3008,42.0,13.72549057,14.88521378,85.24955407802787
3009,42.0,13.72549057,14.88521378,85.20979264914615
3010,43.0,13.72549057,8.69293149,86.58584811544831
3011,44.0,13.72549057,14.33041734,85.60611492003412
3012,44.0,13.72549057,14.33041734,84.77195390895712
3013,42.0,13.72549057,14.33041734,85.39839763948629
3021,15.0,12.94117641,12.19124297,156.35283983065946
3022,16.0,21.1764698,12.19124297,230.27503590270948
3030,33.0,17.64705849,28.1083579,233.11390931578362
3031,34.0,17.64705849,16.40988704,207.78545722000567
3032,35.0,17.64705849,13.74425251,180.50964982427843
3033,36.0,16.86274529,13.74425251,171.9353696399121
3034,37.0,16.86274529,15.80338964,170.51837318516132
3035,37.0,16.07843208,15.80338964,104.6123321428881
3036,37.0,13.72549057,15.80338964,95.71625127423617
3048,25.0,17.64705849,18.61255978,255.50780300243576
3049,26.0,17.64705849,8.02751039,247.09791229296354
3050,26.0,17.64705849,8.02751039,235.26558206201776
3051,27.0,17.25490189,9.18309947,212.44297211719328
3052,27.0,14.90196037,9.18309947,141.219577413263
3053,26.0,14.11764717,9.18309947,148.7633536617271
3068,31.0,18.8235302,16.29688454,242.7856364535114
3069,31.0,18.03921509,16.29688454,218.29089581690283
3070,31.0,21.1764698,16.29688454,218.29089581690283
3078,36.0,17.25490189,12.67791724,259.42612488025577
3095,20.0,21.56862831,13.93699357,203.39938146749228
3096,20.0,18.8235302,13.93699357,203.39938146749228
3128,25.0,16.86274529,8.63105908,186.10055062023054
3129,25.0,14.50980377,8.63105908,145.4762409108817
3130,23.0,13.33333302,8.63105908,134.30876282664198
3144,28.0,18.03921509,9.41665306,244.50948498238316
3146,32.0,18.43137169,30.06624469,240.56887696048733
3147,34.0,18.43137169,28.58977092,234.3700537403457
3148,35.0,16.47058868,15.50283493,170.18394720054772
3149,35.0,17.64705849,15.50283493,170.18394720054772
3150,36.0,17.25490189,14.46010354,164.81828433580796
3151,37.0,18.43137169,15.80003946,161.3691182519749
3152,38.0,18.43137169,14.49829643,190.731049186896
3153,39.0,18.43137169,15.8664652,194.1204310031289
3154,41.0,18.43137169,39.59364524,243.91452739827247
3155,42.0,18.8235302,21.18172292,174.73056795740433
3156,43.0,18.03921509,18.76410558,148.36065415627127
3157,43.0,16.47058868,18.76410558,148.36065415627127
3158,45.0,13.72549057,39.55841593,84.50625949930753
3161,45.0,14.90196037,18.88859388,82.29388500412897
3162,45.0,14.90196037,18.88859388,81.15614977734985
3163,45.0,14.90196037,18.88859388,81.15614977734985
3164,46.0,14.90196037,17.98929723,82.00072771897557
3165,46.0,14.50980377,17.98929723,81.72031452173167
3166,47.0,14.50980377,10.62052373,82.49645555591931
3167,47.0,14.90196037,10.62052373,82.87902651341007
3168,47.0,14.90196037,10.62052373,80.2912154018413
3175,50.0,18.03921509,33.7864869,155.28413283029298
3176,50.0,20.0,33.7864869,155.51613810222307
3177,51.0,22.35294151,18.72312755,178.09746586741966
3178,53.0,22.35294151,36.6303795,201.1278595447935
3179,53.0,26.27450943,36.6303795,215.47262741351207
3180,52.0,27.45098114,36.6303795,163.18956766757125
3181,52.0,28.62745094,36.6303795,175.45387901803616
3207,34.0,16.86274529,14.34423314,171.82952704882683
3208,36.0,17.25490189,14.34423314,156.97673571279103
3209,37.0,18.03921509,25.17136351,170.91604147167564
3210,37.0,18.43137169,25.17136351,240.70972485149662
3213,45.0,22.35294151,50.66698775,204.86366065358476
3215,51.0,22.74509811,56.96033032,206.4812360568983
3216,53.0,24.70588303,43.64461065,207.61279045043383
3217,55.0,23.92156792,52.06177699,206.22334560876752
3218,55.0,22.74509811,52.06177699,160.48339247211283
3219,56.0,22.35294151,23.40907533,157.45215442201206
3220,57.0,22.35294151,23.40907533,157.45215442201206
3221,58.0,23.13725471,27.81086245,155.3875360874464
3222,59.0,27.45098114,27.81086245,163.04362743865215
3223,60.0,27.45098114,26.6719493,175.22387558160247
3224,62.0,29.41176414,50.4321153,172.9268343432655
3225,61.0,27.84313774,50.4321153,165.8726042826062
3226,61.0,29.41176414,50.4321153,173.32344376002155
3232,62.0,35.68627548,14.19990621,179.65196316513357
3233,61.0,26.27450943,14.19990621,158.11322276478916
3265,56.0,25.88235283,24.51598909,201.0090177299166
3266,58.0,25.88235283,47.27868417,167.4198326326778
3267,60.0,26.66666603,55.50653851,159.12056945994598
3268,61.0,20.3921566,55.50653851,130.3903257805928
3269,61.0,21.1764698,15.4996787,149.55482692858524
3270,62.0,24.31372643,23.89661462,159.07912951653134
3271,63.0,24.31372643,28.66178375,162.10752058536144
3272,63.0,23.52941132,28.66178375,158.1914207042474
3273,64.0,24.70588303,25.81467157,158.1914207042474
3274,65.0,24.70588303,28.42019024,159.85417046742685
3275,67.0,24.70588303,53.40409075,156.75188403499516
3276,68.0,24.31372643,25.41769978,151.664622029741
3277,69.0,23.92156792,25.41769978,150.87703376173107
3278,70.0,23.92156792,28.45262149,156.1881045906691
3279,71.0,26.27450943,27.96305475,158.13913277262233
3280,72.0,25.88235283,27.96305475,157.9041678059193
3281,72.0,26.66666603,27.96305475,157.42491813385197
3282,72.0,24.70588303,15.01152264,157.42491813385197
3283,73.0,24.70588303,27.96429087,154.62279728986078
3284,74.0,24.70588303,27.96429087,152.9827489019107
3285,75.0,23.92156792,30.33653007,152.4088525384502
3312,87.0,17.64705849,27.61071762,81.9658314007633
3313,87.0,18.03921509,27.61071762,81.9658314007633
3314,88.0,18.03921509,28.23131011,94.99557216595805
3315,88.0,20.7843132,28.23131011,107.20426021887675
3316,88.0,23.13725471,28.23131011,107.20426021887675
3317,87.0,23.13725471,28.23131011,118.50568837439093
3346,88.0,38.03921509,55.00621135,190.06123230746712
3347,89.0,38.03921509,27.24627793,144.75539337303275
3348,89.0,33.72549057,27.24627793,142.23676933344126
3349,89.0,37.25490189,27.24627793,142.23676933344126
3350,90.0,37.25490189,28.63999914,143.74865898658368
3351,90.0,38.03921509,28.63999914,144.21009594447415
3352,90.0,40.0,28.63999914,144.21009594447415
3353,90.0,40.39215851,28.63999914,145.2618803943922
3354,91.0,40.39215851,27.3978858,145.37873794044708
3355,91.0,40.39215851,27.3978858,145.5533970717283
3356,91.0,36.07843018,27.3978858,145.5533970717283
3357,92.0,36.07843018,28.16446155,137.3739055171806
3358,92.0,31.76470566,28.16446155,132.06919917484296
3359,92.0,30.98039246,28.16446155,132.06919917484296
3360,91.0,30.98039246,28.16446155,134.8496052142054
3361,92.0,31.76470566,27.39800217,135.57686077860728
3362,92.0,32.15686417,27.39800217,135.57686077860728
3363,92.0,32.15686417,27.39800217,133.07245685986038
3364,92.0,32.15686417,27.39800217,133.28668891446193
3365,92.0,32.15686417,27.39800217,132.41880255747668
3366,93.0,32.15686417,28.25309472,132.41880255747668
3367,94.0,31.37254906,27.614051,130.2274441567412
3368,95.0,31.76470566,30.52534038,131.91662573822668
3369,95.0,30.98039246,30.52534038,131.91662573822668
