VehId,Timestamp(ms),Vehicle Speed[km/h],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Energy_Consumption
541.0,0.0,51.6199989319,-14.0,71.341468811,377.0,0.0014661111111111
541.0,600.0,52.25,-14.0,71.341468811,377.0,0.0014661111111111
541.0,800.0,52.25,-17.5,71.341468811,377.0,0.0018326388888888
541.0,1600.0,52.9199981689,-17.5,71.341468811,377.0,0.0018326388888888
541.0,2400.0,52.9199981689,-17.5,71.341468811,378.0,0.0018375
