VehId,Timestamp(ms),Vehicle Speed[km/h],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Energy_Consumption
455.0,0.0,54.5699996948,-27.5,48.9024429321,371.0,0.0028340277777777
455.0,1100.0,49.969997406,-27.5,48.9024429321,371.0,0.0028340277777777
455.0,1600.0,49.969997406,22.5,48.9024429321,376.0,-0.00235
455.0,2100.0,47.6800003052,22.5,48.9024429321,376.0,-0.00235
455.0,3200.0,45.9899978638,22.5,48.9024429321,376.0,-0.00235
